id,latitude,longitude,affected+displaced,displacement_date,event_name,description
127434,31.43317,34.37793,1406596,10/29/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,406,596 displacements, 07 October - 29 October. Due to escalation in the Gaza Strip and Israel, at least 1406596 people were displaced between 07 October and 29 October in Gaza Strip, according to OCHA."
127433,31.43317,34.37793,1393669,10/28/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,393,669 displacements, 07 October - 28 October. Due to escalation in the Gaza Strip and Israel, at least 1393669 people were displaced between 07 October and 28 October in Gaza Strip, according to OCHA."
127425,31.43317,34.37793,1255318,10/27/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,255,318 displacements, 07 October - 27 October. Due to escalation in the Gaza Strip and Israel, at least 1255318 people were displaced between 07 October and 27 October in Gaza Strip, according to OCHA."
127424,31.43317,34.37793,1375340,10/26/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,375,340 displacements, 07 October - 26 October. Due to escalation in the Gaza Strip and Israel, at least 1375340 people were displaced between 07 October and 26 October in Gaza Strip, according to OCHA."
127423,31.43317,34.37793,1362642,10/25/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,362,642 displacements, 07 October - 25 October. Due to escalation in the Gaza Strip and Israel, at least 1362642 people were displaced between 07 October and 25 October in Gaza Strip, according to OCHA."
127422,31.43317,34.37793,1473964,10/24/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,473,964 displacements, 07 October - 24 October. Due to escalation in the Gaza Strip and Israel, at least 1473964 people were displaced between 07 October and 24 October in Gaza Strip, according to OCHA."
127421,31.43317,34.37793,1446833,10/23/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,446,833 displacements, 07 October - 23 October. Due to escalation in the Gaza Strip and Israel, at least 1446833 people were displaced between 07 October and 23 October in Gaza Strip, according to OCHA."
124762,31.946911,35.38142,607,10/23/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 607 displacements (forced to flee), 07 October - 23 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 607 people were forced to flee in Area C due to increased settler violence between 7 October and 23 October."
127420,31.43317,34.37793,1316688,10/22/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,316,688 displacements, 07 October - 22 October. Due to escalation in the Gaza Strip and Israel, at least 1316688 people were displaced between 07 October and 22 October in Gaza Strip, according to OCHA."
127419,31.43317,34.37793,1439902,10/21/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,439,902 displacements, 07 October - 21 October. Due to escalation in the Gaza Strip and Israel, at least 1439902 people were displaced between 07 October and 21 October in Gaza Strip, according to OCHA."
127411,31.43317,34.37793,1280025,10/20/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 1,280,025 displacements, 07 October - 20 October. Due to escalation in the Gaza Strip and Israel, at least 1280025 people were displaced between 7 October and 20 October in Gaza Strip, according to OCHA."
127410,31.43317,34.37793,887467,10/19/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 887,467 displacements, 07 October - 19 October. Due to escalation in the Gaza Strip and Israel, at least 887467 people were displaced between 7 October and 19 October in Gaza Strip, according to OCHA."
124489,31.946911,35.38142,545,10/19/2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,"Palestine: 545 displacements (forced to flee), 07 October - 19 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), more than 545 people were forced to flee in Area C due to increased settler violence between 7 October and 19 October."
127409,31.43317,34.37793,874459,10/18/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 874,459 displacements, 07 October - 18 October. Due to escalation in the Gaza Strip and Israel, at least 874459 people were displaced between 7 October and 18 October in Gaza Strip, according to OCHA."
127408,31.43317,34.37793,869360,10/17/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 869,360 displacements, 07 October - 17 October. Due to escalation in the Gaza Strip and Israel, at least 869360 people were displaced between 7 October and 17 October in Gaza Strip, according to OCHA."
127407,31.43317,34.37793,840565,10/16/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 840,565 displacements, 07 October - 16 October. Due to escalation in the Gaza Strip and Israel, at least 840565 people were displaced between 7 October and 16 October in Gaza Strip, according to OCHA."
127406,31.43317,34.37793,786904,10/15/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 786,904 displacements, 07 October - 15 October. Due to escalation in the Gaza Strip and Israel, at least 786904 people were displaced between 7 October and 15 October in Gaza Strip, according to OCHA."
127405,31.43317,34.37793,704264,10/14/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 704,264 displacements, 07 October - 14 October. Due to escalation in the Gaza Strip and Israel, at least 704264 people were displaced between 7 October and 14 October in Gaza Strip, according to OCHA."
130417,31.54834,34.505749,128000,10/13/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 128,000 displacements, 07 October - 13 October. Due to escalation in the Gaza Strip and Israel, at least 128000 people were displaced within or to North Gaza Governorate between 07 October and 13 October, according to OCHA."
130420,31.43317,34.37793,6020,10/13/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 6,020 displacements, 07 October - 13 October. Due to escalation in the Gaza Strip and Israel, at least 6020 people were displaced to public shelters in Gaza Strip between 07 October and 13 October, according to OCHA."
130416,31.42005,34.374249,48000,10/13/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 48,000 displacements, 07 October - 13 October. Due to escalation in the Gaza Strip and Israel, at least 48000 people were displaced within or to Deir al-Balah Governorate between 07 October and 13 October, according to OCHA."
130415,31.324209,34.316212,76000,10/13/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 76,000 displacements, 07 October - 13 October. Due to escalation in the Gaza Strip and Israel, at least 76000 people were displaced within or to Khan Yunis Governorate between 07 October and 13 October, according to OCHA."
130414,31.487009,34.445549,39000,10/13/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 39,000 displacements, 07 October - 13 October. Due to escalation in the Gaza Strip and Israel, at least 39000 people were displaced within or to Gaza Governorate between 07 October and 13 October, according to OCHA."
130418,31.28108,34.281059,44000,10/13/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 44,000 displacements, 07 October - 13 October. Due to escalation in the Gaza Strip and Israel, at least 44000 people were displaced within or to Rafah Governorate between 07 October and 13 October, according to OCHA."
127397,31.43317,34.37793,441318,10/13/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 441,318 displacements, 07 October - 13 October. Due to escalation in the Gaza Strip and Israel, at least 441318 people were displaced between 13 October and 13 October in Gaza Strip, according to OCHA."
130419,31.43317,34.37793,129000,10/13/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 129,000 displacements, 07 October - 13 October. Due to escalation in the Gaza Strip and Israel, at least 129000 people were displaced to host families in Gaza Strip between 07 October and 13 October, according to OCHA."
123806,31.28108,34.281059,36685,10/12/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 36,685 displacements, 07 October - 12 October. Due to escalation in the Gaza Strip and Israel, a total of 36,685 people were displaced to UNRWA schools/shelters between 7 October and 12 October in Rafah Governorate, according to OCHA."
123804,31.42005,34.374249,21499,10/12/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 21,499 displacements, 07 October - 12 October. Due to escalation in the Gaza Strip and Israel, a total of 21,499 people were displaced to UNRWA schools/shelters between 7 October and 12 October in Deir al-Balah Governorate, according to OCHA."
123801,31.43317,34.37793,179984,10/12/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 179,984 displacements, 07 October - 12 October. Due to escalation in the Gaza Strip and Israel, about 179,984 people were displaced non-UNRWA shelters or are hosted in the community within Gaza Strip between 7 October and 12 October, according to OCHA."
123803,31.487009,34.445549,47601,10/12/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 47,601 displacements, 07 October - 12 October. Due to escalation in the Gaza Strip and Israel, a total of 47,601 people were displaced to UNRWA schools/shelters between 7 October and 12 October in Gaza Governorate, according to OCHA."
123805,31.324209,34.316212,52222,10/12/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 52,222 displacements, 07 October - 12 October. Due to escalation in the Gaza Strip and Israel, a total of 52,222 people were displaced to UNRWA schools/shelters between 7 October and 12 October in Khan Yunis Governorate, according to OCHA."
123802,31.54834,34.505749,112367,10/12/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 112,367 displacements, 07 October - 12 October. Due to escalation in the Gaza Strip and Israel, a total of 112,367 people were displaced to UNRWA schools/shelters between 7 October and 12 October in Gaza North Governorate, according to OCHA."
123724,31.28108,34.281059,32388,10/11/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 32,388 displacements, 07 October - 11 October. Due to escalation in the Gaza Strip and Israel, a total of 32,388 people were displaced to UNRWA schools/shelters between 7 October and 11 October in Rafah Governorate, according to OCHA."
123723,31.324209,34.316212,44654,10/11/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 44,654 displacements, 07 October - 11 October. Due to escalation in the Gaza Strip and Israel, a total of 44,654 people were displaced to UNRWA schools/shelters between 7 October and 11 October in Khan Yunis Governorate, according to OCHA."
123722,31.42005,34.374249,14598,10/11/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 14,598 displacements, 07 October - 11 October. Due to escalation in the Gaza Strip and Israel, a total of 14,598 people were displaced to UNRWA schools/shelters between 7 October and 11 October in Deir al-Balah Governorate, according to OCHA."
123721,31.487009,34.445549,41328,10/11/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 41,328 displacements, 07 October - 11 October. Due to escalation in the Gaza Strip and Israel, a total of 41,328 people were displaced to UNRWA schools/shelters between 7 October and 11 October in Gaza Governorate, according to OCHA."
123720,31.54834,34.505749,85629,10/11/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 85,629 displacements, 07 October - 11 October. Due to escalation in the Gaza Strip and Israel, a total of 85,629 people were displaced to UNRWA schools/shelters between 7 October and 11 October in Gaza North Governorate, according to OCHA."
123719,31.43317,34.37793,120337,10/11/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 120,337 displacements, 07 October - 11 October. Due to escalation in the Gaza Strip and Israel, about 120,337 people were displaced non-UNRWA shelters or are hosted in the community within Gaza Strip between 7 October and 11 October, according to OCHA."
123600,31.487009,34.445549,36234,10/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 36,234 displacements, 07 October - 10 October. Due to escalation in the Gaza Strip and Israel, a total of 36,234 people were displaced to UNRWA schools/shelters between 7 October and 10 October in Gaza Governorate, according to OCHA."
123601,31.42005,34.374249,10176,10/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 10,176 displacements, 07 October - 10 October. Due to escalation in the Gaza Strip and Israel, a total of 10,176 people were displaced to UNRWA schools/shelters between 7 October and 10 October in Deir al-Balah Governorate, according to OCHA."
123602,31.324209,34.316212,39840,10/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 39,840 displacements, 07 October - 10 October. Due to escalation in the Gaza Strip and Israel, a total of 39,840 people were displaced to UNRWA schools/shelters between 7 October and 10 October in Khan Yunis Governorate, according to OCHA."
123598,31.43317,34.37793,88448,10/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 88,448 displacements, 07 October - 10 October. Due to escalation in the Gaza Strip and Israel, about 88,448 people were displaced non-UNRWA shelters or are hosted in the community within Gaza Strip between 7 October and 10 October, according to OCHA."
123603,31.28108,34.281059,24320,10/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 24,320 displacements, 07 October - 10 October. Due to escalation in the Gaza Strip and Israel, a total of 24,320 people were displaced to UNRWA schools/shelters between 7 October and 10 October in Rafah Governorate, according to OCHA."
123599,31.54834,34.505749,64916,10/10/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 64,916 displacements, 07 October - 10 October. Due to escalation in the Gaza Strip and Israel, a total of 64,916 people were displaced to UNRWA schools/shelters between 7 October and 10 October in Gaza North Governorate, according to OCHA."
123511,31.28108,34.281059,18095,10/9/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 18,095 displacements, 07 October - 09 October. Due to escalation in the Gaza Strip and Israel, approximately 30,307 people were displaced to UNRWA schools/shelters between 7 October and 9 October in Rafah Governorate, according to OCHA."
123510,31.324209,34.316212,30307,10/9/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 30,307 displacements, 07 October - 09 October. Due to escalation in the Gaza Strip and Israel, approximately 30,307 people were displaced to UNRWA schools/shelters between 7 October and 9 October in Khan Yunis Governorate, according to OCHA."
123509,31.42005,34.374249,6950,10/9/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 6,950 displacements, 07 October - 09 October. Due to escalation in the Gaza Strip and Israel, approximately 6,950 people were displaced to UNRWA schools/shelters between 7 October and 9 October in Deir al-Balah Governorate, according to OCHA."
123508,31.487009,34.445549,25000,10/9/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 25,000 displacements, 07 October - 09 October. Due to escalation in the Gaza Strip and Israel, approximately 25,000 people were displaced to UNRWA schools/shelters between 7 October and 9 October in Gaza Governorate, according to OCHA."
123507,31.54834,34.505749,57075,10/9/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 57,075 displacements, 07 October - 09 October. Due to escalation in the Gaza Strip and Israel, approximately 57,075 people were displaced to UNRWA schools/shelters between 7 October and 9 October in Gaza North Governorate, according to OCHA."
123506,31.43317,34.37793,50190,10/9/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 50,190 displacements, 07 October - 09 October. Due to escalation in the Gaza Strip and Israel, about 50,190 people were displaced non-UNRWA shelters or are hosted in the community within Gaza Strip between 7 October and 9 October, according to OCHA."
123453,31.42005,34.374249,3332,10/8/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 3,332 displacements, 07 October - 08 October. Due to escalation in the Gaza Strip and Israel, approximately 3,332 people were displaced to UNRWA schools/shelters between 7 October and 8 October in Deir al-Balah Governorate, according to OCHA."
123450,31.43317,34.37793,50000,10/8/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 50,000 displacements, 07 October - 08 October. Due to escalation in the Gaza Strip and Israel, at least 50,000 people were displaced non-UNRWA shelters or are hosted in the community between 7 October and 8 October within Gaza Strip, according to OCHA."
123452,31.487009,34.445549,15716,10/8/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 15,716 displacements, 07 October - 08 October. Due to escalation in the Gaza Strip and Israel, approximately 15,716 people were displaced to UNRWA schools/shelters between 7 October and 8 October in Gaza Governorate, according to OCHA."
123455,31.28108,34.281059,10090,10/8/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 10,090 displacements, 07 October - 08 October. Due to escalation in the Gaza Strip and Israel, approximately 10,090 people were displaced to UNRWA schools/shelters between 7 October and 8 October in Rafah Governorate, according to OCHA."
123454,31.324209,34.316212,10050,10/8/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 10,050 displacements, 07 October - 08 October. Due to escalation in the Gaza Strip and Israel, approximately 10,050 people were displaced to UNRWA schools/shelters between 7 October and 8 October in Khan Yunis Governorate, according to OCHA."
123451,31.54834,34.505749,34350,10/8/2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,"Palestine: 34,350 displacements, 07 October - 08 October. Due to escalation in the Gaza Strip and Israel, approximately 34'350 people were displaced to UNRWA schools/shelters between 7 October and 8 October in Gaza North Governorate, according to OCHA."
126997,31.806061,35.326118,5,10/6/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 5 displacements (destroyed housing), 06 October - 06 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolitions in Ramallah/Jerusalem on 06 October."
130855,31.806061,35.326118,12,10/1/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 12 displacements (destroyed housing), 01 October - 01 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 12 people were displaced by housing demolitions in Ramallah/Jerusalem on 01 October."
126992,31.806061,35.326118,9,10/1/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/10/2023,"Palestine: 9 displacements (destroyed housing), 01 October - 01 October. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 9 people were displaced by housing demolitions in Ramallah/Jerusalem on 01 October."
123220,31.806061,35.326118,3,9/27/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/09/2023,"Palestine: 3 displacements (destroyed housing), 27 September - 27 September. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 3 people were displaced by housing demolitions in Ramallah/Jerusalem on 27 September."
123219,31.956129,35.47105,11,9/26/2023,Palestine: Unknown (IAC) (Demolitions) - Jericho Governorate - 01/09/2023,"Palestine: 11 displacements (destroyed housing), 26 September - 26 September. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 11 people were displaced by housing demolitions in Jericho Governorate on 26 September."
130521,32.327461,35.084259,21,9/24/2023,Palestine: Unknown (IAC) (Demolitions) - Tulkarm Governorate - 01/09/2023,"Palestine: 21 displacements (destroyed housing), 24 September - 24 September. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 21 people were displaced by housing demolitions during military operations in Tulkarm Governorate on 24 September."
123221,31.806061,35.326118,2,9/23/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/09/2023,"Palestine: 2 displacements (destroyed housing), 23 September - 23 September. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 2 people were displaced by housing demolitions in Ramallah/Jerusalem on 23 September."
123222,32.1908,35.32328,5,9/18/2023,Palestine: Unknown (IAC) (Demolitions) - Nablus Governorate - 01/09/2023,"Palestine: 5 displacements (destroyed housing), 18 September - 18 September. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolitions in Nablus Governorate on 18 September."
123223,31.806061,35.326118,2,9/17/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/09/2023,"Palestine: 2 displacements (destroyed housing), 17 September - 17 September. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 2 people were displaced by housing demolitions in Ramallah/Jerusalem on 17 September."
123218,31.806061,35.326118,8,9/15/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/09/2023,"Palestine: 8 displacements (destroyed housing), 15 September - 15 September. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 8 people were displaced by housing demolitions in Ramallah/Jerusalem on 15 September."
123217,31.806061,35.326118,2,9/14/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/09/2023,"Palestine: 2 displacements (destroyed housing), 14 September - 14 September. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 2 people were displaced by housing demolitions in Ramallah/Jerusalem on 14 September."
130520,32.294868,35.440121,10,9/3/2023,Palestine: Unknown (IAC) (Demolitions) - Tubas Governorate - 01/09/2023,"Palestine: 10 displacements (destroyed housing), 03 September - 03 September. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 10 people were displaced by housing demolitions during military operations in Tubas Governorate on 03 September."
120641,31.806061,35.326118,4,8/30/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/08/2023,"Palestine: 4 displacements (destroyed housing), 30 August - 30 August. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 4 people were displaced by housing demolitions in Ramallah/Jerusalem on 30 August."
120636,31.806061,35.326118,5,8/29/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/08/2023,"Palestine: 5 displacements (destroyed housing), 29 August - 29 August. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolitions in Ramallah/Jerusalem on 29 August."
120638,31.806061,35.326118,2,8/24/2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/08/2023,"Palestine: 2 displacements (destroyed housing), 24 August - 24 August. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 2 people were displaced by housing demolitions in Ramallah/Jerusalem on 24 August."
120637,31.956129,35.47105,5,8/21/2023,Palestine: Unknown (IAC) (Demolitions) - Jericho Governorate - 01/08/2023,"Palestine: 5 displacements (destroyed housing), 21 August - 21 August. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolitions in Jericho Governorate on 21 August."
